symbol,take_profit,stop_loss,max_hold_bars,volume_ratio,rsi_max,total_trades,win_rate,total_return,mdd,pf,avg_hold_bars,asset,resample_min,saved_at
KRW-AAVE,0.015,0.003,30,1.2,70,2080,20.2,-344.37,-97.2,0.635,10.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,10,1.2,70,2060,23.6,-336.15,-97.03,0.635,11.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,20,2.0,70,1296,16.8,-216.61,-90.1,0.635,14.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,20,1.5,65,1050,25.2,-160.09,-80.96,0.634,7.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,10,1.5,65,1062,26.8,-148.49,-78.64,0.633,6.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,30,2.0,70,1283,14.8,-227.52,-91.1,0.631,15.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,30,1.5,70,1692,14.6,-299.13,-95.81,0.631,15.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,10,2.0,70,1367,21.1,-204.52,-88.38,0.631,9.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,10,1.5,70,1779,23.4,-295.25,-95.51,0.629,11.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,20,1.2,70,2102,21.1,-342.21,-97.15,0.628,9.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,50,1.2,70,2000,15.7,-361.01,-97.71,0.628,13.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,10,1.5,70,1914,36.5,-250.52,-92.41,0.628,4.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,10,2.0,70,1330,19.1,-205.21,-88.91,0.628,11.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,30,1.5,70,1839,25.0,-297.53,-95.16,0.627,7.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,10,1.5,65,1065,36.2,-138.76,-76.43,0.627,4.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,20,1.5,70,1710,16.0,-294.12,-95.59,0.626,14.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,50,1.2,65,1207,15.4,-217.82,-89.63,0.625,13.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,30,1.5,70,1894,36.4,-263.02,-93.26,0.625,4.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,50,1.5,70,1893,36.5,-264.19,-93.34,0.624,5.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,20,1.2,70,1961,16.3,-338.4,-97.22,0.624,14.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,10,1.2,65,1251,21.7,-186.79,-85.65,0.623,9.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,50,1.5,70,1788,19.1,-316.04,-96.25,0.623,10.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,10,1.5,70,1766,18.3,-276.02,-94.77,0.623,11.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,20,1.5,70,1898,36.5,-262.27,-93.2,0.623,4.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,30,1.5,65,1059,35.4,-148.02,-78.66,0.621,5.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,50,1.5,65,1059,35.5,-148.82,-78.83,0.621,5.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,30,1.2,70,2022,17.2,-357.94,-97.53,0.621,12.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,10,1.2,70,2159,23.2,-327.06,-96.62,0.62,7.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,20,1.5,70,1848,25.2,-297.23,-95.15,0.62,7.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,10,1.2,70,2042,18.7,-323.43,-96.76,0.617,11.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,30,1.2,65,1213,17.1,-213.37,-89.03,0.617,12.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,10,1.5,70,1883,26.3,-281.98,-94.43,0.616,6.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,20,1.5,65,1061,35.5,-149.28,-78.81,0.616,5.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,30,1.5,70,1805,19.8,-315.86,-96.16,0.616,9.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,20,1.2,65,1223,18.3,-210.95,-88.75,0.613,11.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,20,1.5,70,1818,20.7,-310.45,-95.96,0.612,9.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,50,1.5,70,1737,15.5,-328.92,-96.79,0.612,13.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,20,1.2,70,2050,18.3,-360.09,-97.59,0.609,11.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,10,1.5,65,1055,23.4,-162.27,-81.52,0.608,7.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,20,1.5,65,1041,20.5,-178.99,-84.37,0.606,9.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,30,1.5,65,1037,19.4,-183.99,-85.08,0.604,10.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,10,1.5,70,1858,22.4,-296.09,-95.39,0.603,7.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,50,1.5,65,1031,18.4,-191.23,-86.2,0.601,10.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,30,1.5,70,1758,16.9,-330.14,-96.69,0.6,12.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,10,1.2,70,2122,20.4,-345.38,-97.22,0.599,9.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,50,1.5,65,1015,15.3,-197.9,-87.24,0.597,13.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,20,1.5,70,1776,17.9,-325.76,-96.55,0.594,11.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,10,1.5,65,1045,21.0,-169.13,-82.82,0.594,9.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,30,1.5,65,1022,16.7,-194.43,-86.65,0.589,12.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,20,1.5,65,1028,17.7,-190.77,-86.13,0.585,11.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,10,1.5,70,1827,19.8,-310.66,-96.05,0.583,9.1,CRYPTO,5,2026-04-27 01:27:34
